1613162436626.000000,73.7044,73.7392,73.7392,-0.0348279
1613162436676.000000,73.7422,72.0257,73.5518,0.190409
1613162436730.000000,73.7884,74.0259,73.6279,0.160513
1613162436793.000000,73.8365,75.9771,74.1155,-0.279031
1613162436968.000000,73.8985,74.6256,74.2441,-0.345619
1613162437020.000000,73.9537,73.4054,74.0292,-0.0754592
1613162437089.000000,73.9949,74.9092,74.2669,-0.272023
1613162437219.000000,74.1687,73.9348,74.1794,-0.0106649
1613162437319.000000,74.2447,74.7386,74.3446,-0.0999345
1613162437397.000000,74.2117,74.454,74.3823,-0.170618
1613162437456.000000,74.4959,74.6796,74.4736,0.022256
1613162437530.000000,74.4917,75.7908,74.8674,-0.3757
1613162437591.000000,74.4856,75.3542,75.0238,-0.538228
1613162437634.000000,74.4266,74.5919,74.911,-0.484444
1613162437691.000000,74.4163,73.1771,74.4226,-0.00631274
1613162437831.000000,74.533,75.2049,74.6748,-0.141825
1613162437888.000000,74.5035,74.0038,74.48,0.0234908
1613162437936.000000,74.6419,73.2239,74.1081,0.533823
1613162438091.000000,74.7742,73.8884,74.0247,0.749492
1613162438142.000000,74.6951,73.6446,73.8997,0.79544
1613162438190.000000,74.7911,72.5253,73.4722,1.31886
1613162438243.000000,74.7764,75.3669,74.023,0.753396
1613162438299.000000,74.837,73.5443,73.8738,0.963159
1613162438447.000000,74.8155,75.2297,74.2953,0.52024
1613162438512.000000,74.6712,73.7658,74.1322,0.538961
1613162438572.000000,74.6963,73.8167,74.0338,0.662518
1613162438630.000000,74.678,75.2006,74.3909,0.287147
1613162438669.000000,74.49,74.4442,74.4122,0.07778
1613162438829.000000,74.5721,75.0822,74.6585,-0.0864083
1613162438889.000000,74.4622,74.1941,74.5248,-0.0625515
1613162438994.000000,74.4222,75.4074,74.8359,-0.413719
1613162439061.000000,74.3179,74.9727,74.9032,-0.585342
1613162439197.000000,74.4007,74.471,74.8031,-0.402356
1613162439343.000000,74.2625,75.5536,75.1095,-0.846955
1613162439530.000000,74.1661,75.0906,75.1724,-1.00632
1613162439603.000000,74.0857,74.09,74.8159,-0.73019
1613162439742.000000,74.1563,73.2611,74.2784,-0.122133
1613162439881.000000,74.0801,73.6007,74.012,0.0681175
1613162439963.000000,74.116,74.4946,74.1532,-0.0371886
1613162440123.000000,74.2032,75.3129,74.5357,-0.332527
1613162440271.000000,73.9173,73.494,74.1634,-0.246123
1613162440400.000000,74.4212,75.7378,74.7037,-0.282506
1613162440584.000000,74.5484,75.7743,75.1251,-0.576741
1613162440687.000000,74.7474,74.6947,75.0063,-0.25894
1613162440837.000000,74.4861,75.8693,75.3503,-0.864164
1613162440978.000000,74.491,75.2538,75.3693,-0.878325
1613162441103.000000,74.532,74.0821,74.9628,-0.43085
1613162441269.000000,74.4178,74.0171,74.6432,-0.225429
1613162441384.000000,74.3912,74.1707,74.4733,-0.0820878
1613162441534.000000,74.4322,74.8336,74.5826,-0.150395
1613162441691.000000,74.4834,74.1685,74.4255,0.0578818
1613162441862.000000,74.3157,75.923,74.9536,-0.637942
1613162441923.000000,74.3233,73.2888,74.4053,-0.0819536
1613162442046.000000,74.232,74.6092,74.4619,-0.229946
1613162442202.000000,74.1287,73.1243,73.9883,0.14042
1613162442298.000000,74.0179,75.9966,74.6348,-0.616905
1613162442394.000000,74.0337,74.28,74.5214,-0.487661
1613162442461.000000,74.0047,74.4247,74.4894,-0.484674
1613162442556.000000,74.0469,73.2419,74.0904,-0.0434947
1613162442660.000000,74.0118,73.1988,73.7823,0.229454
1613162442769.000000,74.0547,75.4193,74.279,-0.224312
1613162442871.000000,74.2356,73.0294,73.8633,0.372274
1613162443036.000000,74.337,75.2015,74.2891,0.0478815
1613162443181.000000,74.4222,75.0776,74.5713,-0.149071
1613162443388.000000,74.4432,73.0573,74.0169,0.426289
1613162443540.000000,74.4329,72.554,73.4372,0.995672
1613162443723.000000,74.2461,72.7316,73.0867,1.15944
1613162443859.000000,74.2659,73.8395,73.2887,0.977181
1613162444005.000000,74.2217,73.2656,73.2207,1.001
1613162444127.000000,74.219,73.9351,73.4223,0.796721
1613162444199.000000,74.3311,75.7448,74.1669,0.164156
1613162444255.000000,74.5511,74.8441,74.3817,0.169369
1613162444394.000000,74.4598,74.016,74.2804,0.179427
1613162444526.000000,74.4297,75.2161,74.6028,-0.173055
1613162444643.000000,74.6224,73.3321,74.2014,0.420995
1613162444730.000000,74.7032,76.3528,74.9059,-0.202745
1613162444826.000000,74.8128,75.0073,74.9711,-0.158324
1613162444926.000000,74.8714,73.7252,74.6006,0.270765
1613162445003.000000,74.792,75.5251,74.9061,-0.114131
1613162445089.000000,74.8216,75.3779,75.0798,-0.258232
1613162445147.000000,74.8631,74.1477,74.8123,0.0508019
1613162445277.000000,74.7969,75.4165,75.0362,-0.239336
1613162445392.000000,74.9124,74.6296,74.9356,-0.0231809
1613162445453.000000,74.9229,73.6562,74.5407,0.382229
1613162445563.000000,74.7491,75.1197,74.7323,0.016798
1613162445666.000000,74.793,75.0065,74.8349,-0.0419
1613162445742.000000,74.679,73.0635,74.2755,0.403478
1613162445826.000000,74.761,73.9167,74.1495,0.611511
1613162445981.000000,74.8304,74.0025,74.0711,0.759284
1613162446090.000000,75.0577,73.8281,73.9659,1.09184
