1613162436676.000000,10.3133,73.7044,-63.3911
1613162436730.000000,10.3133,22.5427,-12.2294
1613162436793.000000,10.3133,22.5231,-12.2098
1613162436968.000000,87.268,22.5071,64.7609
1613162437020.000000,87.268,85.6849,1.5831
1613162437089.000000,87.268,85.6737,1.59425
1613162437219.000000,87.268,84.9495,2.31845
1613162437319.000000,87.268,85.333,1.93498
1613162437397.000000,87.268,85.1264,2.14163
1613162437456.000000,87.268,85.4641,1.80389
1613162437530.000000,87.268,85.5071,1.76089
1613162437591.000000,87.268,85.011,2.25703
1613162437634.000000,87.268,85.0621,2.2059
1613162437691.000000,87.268,84.9375,2.33051
1613162437831.000000,87.268,84.9935,2.27446
1613162437888.000000,87.268,85.2799,1.9881
1613162437936.000000,87.268,85.2526,2.01541
1613162438091.000000,87.268,85.1927,2.07526
1613162438142.000000,87.268,85.131,2.13697
1613162438190.000000,87.268,85.0666,2.20136
1613162438243.000000,87.268,85.0261,2.2419
1613162438299.000000,87.268,85.0167,2.25128
1613162438447.000000,87.268,85.0158,2.25216
1613162438512.000000,87.268,84.9421,2.32591
1613162438572.000000,87.268,84.9312,2.33676
1613162438630.000000,87.268,84.9539,2.31414
1613162438669.000000,87.268,84.9386,2.32938
1613162438829.000000,86.748,84.8553,1.89272
1613162438889.000000,86.728,84.4279,2.30008
1613162438994.000000,86.728,84.3949,2.33306
1613162439061.000000,86.728,84.3784,2.3496
1613162439197.000000,86.728,84.3911,2.33689
1613162439343.000000,86.728,84.3884,2.33959
1613162439530.000000,86.728,84.3347,2.39332
1613162439603.000000,86.728,84.294,2.43401
1613162439742.000000,86.728,84.2055,2.52252
1613162439881.000000,86.728,84.2754,2.45259
1613162439963.000000,86.728,84.2033,2.52472
1613162440123.000000,86.728,84.2812,2.44684
1613162440271.000000,86.728,84.2406,2.48742
1613162440400.000000,86.728,84.2336,2.49438
1613162440584.000000,86.728,84.3341,2.39386
1613162440687.000000,86.728,84.3292,2.39881
1613162440837.000000,86.728,84.3734,2.35457
1613162440978.000000,86.728,84.1856,2.54241
1613162441103.000000,86.728,86.7279,0.000145058
1613162441269.000000,86.728,84.3474,2.38055
1613162441384.000000,86.728,84.3414,2.38656
1613162441534.000000,86.728,84.3412,2.38684
1613162441691.000000,82.548,84.3276,-1.77964
1613162441862.000000,82.548,80.9646,1.58344
1613162441923.000000,82.548,80.9438,1.60422
1613162442046.000000,82.548,80.9528,1.59517
1613162442202.000000,82.548,80.9417,1.60632
1613162442298.000000,82.548,80.9328,1.61521
1613162442394.000000,82.548,80.8988,1.64918
1613162442461.000000,82.548,80.9196,1.6284
1613162442556.000000,82.548,80.887,1.66104
1613162442660.000000,82.548,80.8839,1.66409
1613162442769.000000,82.548,80.863,1.68502
1613162442871.000000,82.548,80.879,1.66904
1613162443036.000000,82.548,80.9357,1.6123
1613162443181.000000,82.548,80.8946,1.65337
1613162443388.000000,82.548,80.9427,1.60527
1613162443540.000000,82.548,80.9698,1.57816
1613162443723.000000,82.548,80.9321,1.61589
1613162443859.000000,82.548,80.9374,1.61058
1613162444005.000000,82.508,80.9168,1.59123
1613162444127.000000,82.508,80.8914,1.61664
1613162444199.000000,82.508,80.8898,1.61819
